index,spark.executor.memory,spark.driver.memory,spark.executor.cores,spark.default.parallelism,spark.driver.supervise,spark.shuffle.io.maxRetries,spark.memory.useLegacyMode,spark.driver.maxResultSize,spark.driver.cores,duration,dataSize(G),N_Node,N_Neis,Node_fetures
1,2,4,4,16,1,22,1,4,3,17.18,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
2,8,2,7,8,1,13,0,6,6,13.719,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
3,2,4,5,17,0,11,0,14,5,13.751,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
4,1,8,8,21,0,36,1,15,6,13.486,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
5,2,2,4,19,1,25,1,15,4,15.605,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
6,1,2,5,18,1,34,0,5,3,13.984,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
7,1,4,5,24,1,46,0,12,7,13.253,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
8,1,1,1,14,0,35,0,11,8,29.909,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 3 3 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
9,2,1,4,15,0,18,1,2,7,15.063,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
10,1,2,6,2,0,32,0,3,8,16.206,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
11,2,2,7,11,1,7,1,8,6,13.595,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 3 3 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
12,1,1,2,15,1,27,1,5,7,23.538,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 3 3 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
13,1,2,5,22,1,12,0,4,5,18.652,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
14,4,4,3,5,1,12,1,4,3,18.483,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
15,8,1,5,26,1,27,1,11,8,13.545,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
16,4,1,2,28,0,36,1,8,5,19.507,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
17,8,2,2,22,0,15,1,3,7,24.302,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 3 3 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
18,1,1,1,17,0,41,1,13,4,45.923,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 3 3 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
19,4,1,6,26,0,37,1,12,1,19.351,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
20,8,4,8,17,0,15,0,4,4,13.293,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
21,8,4,7,10,1,43,0,6,1,13.7,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 3 3 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
22,2,4,5,6,1,6,0,7,3,13.442,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
23,1,1,5,28,1,19,0,13,4,13.472,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
24,1,1,1,25,0,31,0,11,1,36.036,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 3 3 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
25,8,4,3,14,0,46,0,15,4,19.079,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 3 3 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
26,8,4,6,21,0,16,0,5,3,13.339,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
27,4,4,8,23,1,29,1,13,3,13.499,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
28,8,2,6,10,0,11,1,9,7,13.17,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
29,2,4,2,26,1,22,1,10,7,22.873,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
30,1,8,1,8,1,19,1,5,6,29.929,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
31,4,4,8,2,1,27,0,11,6,14.665,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
32,4,8,1,8,0,39,0,11,7,30.442,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 3 3 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
33,2,1,4,4,0,40,0,2,8,20.09,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 3 3 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
34,8,8,5,11,1,31,0,10,5,14.316,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
35,4,2,2,15,0,38,1,6,3,22.016,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
36,1,1,4,16,1,34,0,12,7,19.789,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 3 3 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
37,4,8,3,6,0,36,0,12,1,19.69,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 3 3 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
38,1,8,3,7,1,42,0,11,6,15.033,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
39,8,2,3,13,1,47,0,15,7,18.028,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
40,2,1,3,4,1,26,0,8,1,14.973,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
41,1,2,3,12,0,39,1,12,3,17.859,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 3 3 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
42,8,1,2,20,0,3,1,5,3,19.907,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 3 3 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
43,2,8,7,13,0,4,1,5,4,14.252,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 3 3 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
44,2,8,5,23,0,17,0,4,8,13.061,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
45,8,2,6,17,1,38,1,3,6,13.662,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
46,4,1,4,25,1,12,0,15,5,16.287,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 3 3 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
47,1,2,5,29,1,32,1,11,8,13.479,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
48,4,2,2,20,1,11,0,13,3,22.79,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
49,4,1,4,26,0,12,0,7,5,14.588,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
50,8,2,6,2,1,41,0,2,8,13.267,5,1 2 1 2 3 4 1 5 2 6 3 4 13 10 11 12 9 14 8 15 13 10 11 19 20 24 22 17 21 18 25 23 19 20 24 22 26 34 32 36 28 29 46 38 42 39 44 48 52 49 56 54 ,4 4 4 4 5 5 6 6 6 7 7 7 14 14 14 15 15 15 15 16 16 16 16 25 25 25 25 26 26 26 26 26 27 27 27 27 27 37 37 37 37 37 47 47 47 47 47 57 57 57 57 57 ,8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
