index,spark.executor.memory,spark.driver.memory,spark.executor.cores,spark.default.parallelism,spark.driver.supervise,spark.shuffle.io.maxRetries,spark.memory.useLegacyMode,spark.driver.maxResultSize,spark.driver.cores,duration,dataSize(G),N_Node,N_Neis,Node_fetures
150,2,1,6,28,0,18,1,15,9,417.245,10,0,1,88 8 
151,2,2,6,17,0,12,0,13,7,496.87199999999996,10,0,1,88 8 
152,2,8,4,4,1,35,1,3,5,366.853,10,0,1,88 8 
153,8,8,4,18,0,48,0,1,7,374.67900000000003,10,0,1,88 8 
154,2,1,2,19,1,8,1,13,4,495.93,10,0,1,88 8 
155,8,4,1,6,1,21,1,10,5,491.218,10,0,1,88 8 
156,1,2,5,24,1,12,0,15,7,422.066,10,0,1,88 8 
157,4,8,2,6,0,42,1,2,6,686.29,10,0,1,88 8 
158,1,4,1,24,1,19,0,2,4,586.306,10,0,1,88 8 
159,2,1,7,21,1,32,0,11,3,364.84,10,0,1,88 8 
160,4,2,4,7,1,3,0,9,4,308.754,10,0,1,88 8 
161,4,8,6,17,1,20,1,3,6,269.767,10,0,1,88 8 
162,8,1,5,23,1,40,0,3,4,249.351,10,0,1,88 8 
163,2,2,5,26,0,39,1,7,7,290.472,10,0,1,88 8 
164,1,1,1,15,1,4,1,11,8,495.714,10,0,1,88 8 
165,1,4,4,24,1,26,1,15,1,247.856,10,0,1,88 8 
166,2,4,1,14,1,16,0,4,5,447.156,10,0,1,88 8 
167,1,8,4,21,1,18,1,10,5,441.222,10,0,1,88 8 
168,2,8,5,29,0,30,0,15,4,363.61400000000003,10,0,1,88 8 
169,2,8,4,25,0,35,1,14,9,302.069,10,0,1,88 8 
170,8,8,6,27,1,39,1,4,7,407.749,10,0,1,88 8 
171,4,4,8,27,0,38,1,13,2,389.69,10,0,1,88 8 
172,4,4,2,2,0,26,0,2,1,499.565,10,0,1,88 8 
173,4,2,8,21,1,28,1,7,8,375.135,10,0,1,88 8 
174,8,8,2,25,0,23,0,10,5,514.825,10,0,1,88 8 
175,8,2,7,16,0,47,1,3,8,582.572,10,0,1,88 8 
176,1,4,8,20,0,13,0,2,1,570.799,10,0,1,88 8 
177,1,4,4,9,1,49,1,15,3,332.092,10,0,1,88 8 
178,1,2,6,10,1,22,1,6,4,541.75,10,0,1,88 8 
